pathway	pval	padj	overlap	size	overlapGenes	Pathway_Set	Significance
KEGG_MEDICUS_REFERENCE_ANGII_AT1R_NOX2_SIGNALING_PATHWAY	0.00312049174861203	0.0877992905632203	6	8	AGTR1,CYBB,IL6,MMP9,NFKB1,VCAM1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_AMPLIFIED_CDK4_TO_CELL_CYCLE_G1_S	0.00312049174861203	0.0877992905632203	6	8	CCND1,CCND2,CCND3,E2F2,E2F3,RB1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_LOSS_OF_CDKN1B_TO_P27_CELL_CYCLE_G1_S	0.00312049174861203	0.0877992905632203	6	8	CCNE1,CCNE2,CDKN1B,E2F2,E2F3,RB1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_MDM2_P21_CELL_CYCLE_G1_S_N00066	0.00390651220887472	0.105136132925802	8	13	CCND1,CCND2,CCND3,CDKN2A,E2F2,E2F3,MDM2,RB1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_MDM2_P21_CELL_CYCLE_G1_S_N00536	0.00544067216851471	0.140324003012942	7	11	CCNE1,CCNE2,CDKN2A,E2F2,E2F3,MDM2,RB1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_CELL_CYCLE_G1_S	0.00748523370368435	0.171605913428912	6	9	CCND1,CCND2,CCND3,E2F2,E2F3,RB1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_P27_CELL_CYCLE_G1_S_N00482	0.00748523370368435	0.171605913428912	6	9	CCNA2,CCNE1,CCNE2,E2F2,E2F3,RB1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_NOD_NFKB_SIGNALING_PATHWAY	0.00748523370368435	0.171605913428912	6	9	IKBKB,NFKB1,NFKBIA,NOD1,NOD2,RIPK2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT	0.00866234431632219	0.191499683278694	17	41	DCTN4,DCTN6,DYNC1I2,DYNC1LI1,DYNC2H1,DYNC2LI1,DYNLRB1,DYNLRB2,DYNLT3,OSBPL1A,RILP,TUBA1C,TUBA3D,TUBB,TUBB3,TUBB4A,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_PRNP_PI3K_NOX2_SIGNALING_PATHWAY	0.0098312511764268	0.194268402981009	13	29	ATF4,CREB1,CREB3L2,CYBA,CYBB,FYN,MAPK1,MAPK3,NCF1,NCF2,NCF4,PIK3CD,RAC2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HPV_E7_TO_P27_CELL_CYCLE_G1_S	0.0100429545967565	0.194268402981009	5	7	CCNE1,CCNE2,E2F2,E2F3,RB1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_NON_CANONICAL_INFLAMMASOME_SIGNALING_PATHWAY	0.0100429545967565	0.194268402981009	5	7	CASP1,CASP4,CASP5,IL18,IL1B	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_TMPRSS2_ERG_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION	0.0100429545967565	0.194268402981009	5	7	MMP3,MMP9,PLAT,PLAU,ZEB1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_AMPLIFIED_MDM2_TO_P21_CELL_CYCLE_G1_S	0.0104047018046295	0.195166982335322	7	12	CCND1,CCND2,CCND3,E2F2,E2F3,MDM2,RB1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CROSSTALK_BETWEEN_EXTRINSIC_AND_INTRINSIC_APOPTOTIC_PATHWAYS	0.0123182036112999	0.217856229582704	8	15	BAK1,BID,CASP10,CASP3,FADD,FAS,FASLG,TNFSF10	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_TRAIP_DEPENDENT_REPLISOME_DISASSEMBLY	0.0123182036112999	0.217856229582704	8	15	CDC45,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,VCP	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_DNA_REPLICATION_TERMINATION	0.0134442423811552	0.228462682710273	9	18	CDC45,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,PIF1,VCP	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE	0.0136560892734735	0.228462682710273	13	30	BUB1,DCTN4,DCTN6,DYNC1I2,DYNC1LI1,DYNC2H1,DYNC2LI1,DYNLRB1,DYNLRB2,DYNLT3,KNTC1,NDEL1,ZW10	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_PRNP_PI3K_NOX2_SIGNALING_PATHWAY	0.0195965954289232	0.318053882549079	8	16	CYBA,CYBB,FYN,NCF1,NCF2,NCF4,PIK3CD,RAC2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HTLV_1_TAX_TO_P21_CELL_CYCLE_G1_S_N00498	0.0215803926769973	0.318053882549079	5	8	CCNE1,CCNE2,E2F2,E2F3,RB1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_BCR_PLCG_ITPR_SIGNALING_PATHWAY	0.0215803926769973	0.318053882549079	5	8	BTK,ITPR3,LYN,PLCG2,SYK	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_IGG_FCGR_RAC_SIGNALING_PATHWAY	0.0215803926769973	0.318053882549079	5	8	DOCK1,FCGR2A,FCGR3A,FCGR3B,RAC2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_AMPLIFIED_REL_TO_TRANSCRIPTION	0.0215803926769973	0.318053882549079	5	8	BCL2A1,BIRC3,CCND2,CD40,TRAF1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_SHIGELLA_IPGD_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY	0.026015674795766	0.371915258219442	12	29	ABI1,ACTB,ACTR2,ACTR3,ARPC2,ARPC5L,CYTH1,CYTH4,NCKAP1,NCKAP1L,PIK3CD,WASF3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_AMPLIFIED_MYC_TO_CELL_CYCLE_G1_S	0.0264366257861962	0.371915258219442	6	11	CCND1,CCND2,CCND3,E2F2,E2F3,RB1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TCCP_TO_ACTIN_SIGNALING_PATHWAY	0.0287369912714939	0.375666022489887	7	14	ACTB,ACTR2,ACTR3,ARPC2,ARPC5L,BAIAP2,WASL	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_BCR_BCAP_CD19_PI3K_SIGNALING_PATHWAY	0.0287369912714939	0.375666022489887	7	14	CD19,CR2,LYN,PIK3CD,PIK3R1,PIK3R2,SYK	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CONDENSIN_LOADING	0.0292659876737756	0.375666022489887	9	20	DNMT3B,KIF4A,NCAPG2,NCAPH,PPP2CA,PPP2R5A,PPP2R5C,PPP2R5D,TOP2A	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_TLR1_2_4_NFKB_SIGNALING_PATHWAY	0.0292659876737756	0.375666022489887	9	20	IKBKB,IL6,MYD88,NFKB1,NFKBIA,TLR1,TLR2,TLR4,TNF	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_REGULATION_OF_FIBRINOLYTIC_SYSTEM_C1INH	0.0309514816591021	0.375666022489887	4	6	C1R,C1S,PLAU,SERPING1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_AMPLIFIED_CCND1_TO_CELL_CYCLE_G1_S	0.0309514816591021	0.375666022489887	4	6	CCND1,E2F2,E2F3,RB1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_AMPLIFIED_CCNE_TO_CELL_CYCLE_G1_S	0.0309514816591021	0.375666022489887	4	6	CCNE1,E2F2,E2F3,RB1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY	0.0342553984772944	0.407770993412408	12	30	ABI1,ACTB,ACTR2,ACTR3,ARPC2,ARPC5L,CYTH1,CYTH4,NCKAP1,PIK3CD,PIK3CG,WASF3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HTLV_1_TAX_TO_P21_CELL_CYCLE_G1_S_N00497	0.0391993413936384	0.425691093380038	5	9	CCNE1,CCNE2,E2F2,E2F3,RB1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPE_E2_TO_NOD_NFKB_SIGNALING_PATHWAY	0.0391993413936384	0.425691093380038	5	9	IKBKB,NFKB1,NFKBIA,NOD1,RIPK2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ICOSLG_ICOS_PI3K_SIGNALING_PATHWAY	0.0391993413936384	0.425691093380038	5	9	ICOS,ICOSLG,PIK3CD,PIK3R1,PIK3R2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_PDL_PD1_SHP_PI3K_SIGNALING_PATHWAY	0.0391993413936384	0.425691093380038	5	9	CD274,PDCD1,PIK3CD,PIK3R1,PIK3R2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_RECRUITMENT_AND_FORMATION_OF_THE_MCC	0.0391993413936384	0.425691093380038	5	9	AURKB,BUB1,CDC20,NDC80,TTK	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HSV_GD_TO_HVEM_NFKB_SIGNALING_PATHWAY	0.042468549767763	0.449498881928858	6	12	BIRC3,CCL2,IKBKB,NFKB1,NFKBIA,TRAF5	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_COHESIN_DISSOCIATION_IN_PROPHASE	0.0431034304741638	0.449498881928858	7	15	AURKB,CDCA5,PLK1,PPP2CA,PPP2R5A,PPP2R5C,PPP2R5D	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_PHIP_TO_DNA_ADDUCTS	0.0435701662612787	0.449498881928858	3	4	SULT1A1,SULT1A2,SULT1A4	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY	0.0512329118328338	0.510101487867143	10	25	ABI1,ACTB,ACTR2,ACTR3,ARPC2,ARPC5L,CYTH1,CYTH4,NCKAP1,WASF3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_UBIQUITINATION_OF_RTK_BY_CBL	0.0512329118328338	0.510101487867143	10	25	CBL,CSF1R,ERBB2,ERBB3,ERBB4,FGFR1,FGFR3,IGF1R,INSR,MET	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION	0.0548469290181737	0.510101487867143	9	22	AURKA,AURKB,KIF2C,TUBA1C,TUBA3D,TUBB,TUBB3,TUBB4A,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION_AT_THE_MINUS_ENDS	0.0583306670110042	0.510101487867143	8	19	KIF2A,PLK1,TUBA1C,TUBA3D,TUBB,TUBB3,TUBB4A,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HTLV_1_P12_TO_JAK_STAT_SIGNALING_PATHWAY	0.0588295177422298	0.510101487867143	4	7	IL2RB,IL2RG,JAK3,STAT5A	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_SHIGELLA_OSPG_TO_TNF_NFKB_SIGNALING_PATHWAY	0.0588295177422298	0.510101487867143	4	7	BTRC,CUL1,NFKBIA,SKP1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_LEUCINE_DEGRADATION	0.0588295177422298	0.510101487867143	4	7	HMGCL,IVD,MCCC1,MCCC2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_LHCGR_GNAS_PKA_SIGNALING_PATHWAY	0.0613865243982397	0.510101487867143	7	16	ADCY1,ADCY5,ADCY6,ADCY7,ADCY9,CGA,LHB	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ORGANIZATION_OF_THE_OUTER_KINETOCHORE	0.0613865243982397	0.510101487867143	7	16	AURKB,CDCA8,CENPW,INCENP,NDC80,NSL1,NUF2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CDC25_CELL_CYCLE_G2_M	0.0634143953379976	0.510101487867143	5	10	CCNB2,CCNB3,CDC25B,CHEK1,CHEK2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_EXTRINSIC_APOPTOTIC_PATHWAY	0.0634143953379976	0.510101487867143	5	10	CASP3,FADD,TNF,TRADD,TRAF5	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_IL12_23_TO_JAK_STAT_SIGNALING_PATHWAY	0.0634143953379976	0.510101487867143	5	10	IL12RB1,IL12RB2,IL23A,JAK2,STAT4	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_LIGHT_HVEM_NFKB_SIGNALING_PATHWAY	0.0634143953379976	0.510101487867143	5	10	IKBKB,NFKB1,NFKBIA,TNFSF14,TRAF5	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_METHIONINE_DEGRADATION	0.0634143953379976	0.510101487867143	5	10	AHCYL1,AHCYL2,DNMT3A,DNMT3B,MAT2A	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_MAP_TO_CDC42_SIGNALING_PATHWAY	0.0634536584261228	0.510101487867143	6	13	ACTB,ACTR2,ACTR3,ARPC2,ARPC5L,WASL	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_SHIGELLA_IPAC_TO_ACTIN_SIGNALING_PATHWAY	0.0634536584261228	0.510101487867143	6	13	ACTB,ACTR2,ACTR3,ARPC2,ARPC5L,CTTN	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_AMPLIFIED_MYC_TO_P15_CELL_CYCLE_G1_S	0.0634536584261228	0.510101487867143	6	13	CCND1,CCND2,CCND3,E2F2,E2F3,RB1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_IFN_RIPK1_3_SIGNALING_PATHWAY	0.0661639592218135	0.525070394337212	10	26	IFNAR2,IFNG,IFNGR1,IFNGR2,JAK2,JAK3,STAT1,STAT2,STAT4,STAT5A	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ORIGIN_UNWINDING_AND_ELONGATION	0.0762829218397437	0.597710488845586	11	30	CDC45,MCM10,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,PRIM2,RFC4,WDHD1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPE_TO_RAC_SIGNALING_PATHWAY	0.0777071199024898	0.601258840245515	8	20	ABI1,ACTB,ACTR2,ACTR3,ARPC2,ARPC5L,NCKAP1,WASF3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_PRE_IC_FORMATION	0.0836012682608693	0.616958453782362	10	27	CDC45,CDT1,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,ORC6,TICRR	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY	0.0836012682608693	0.616958453782362	10	27	ADCY1,ADCY5,ADCY6,ADCY7,ADCY9,ATF4,CREB1,CREB3L2,POMC,RASD1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TO_ACTIN_SIGNALING_PATHWAY	0.0837229565714352	0.616958453782362	7	17	ACTB,ACTR2,ACTR3,ARPC2,ARPC5L,WASL,WIPF1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CX3CR1_GNAI_AC_PKA_SIGNALING_PATHWAY	0.0837229565714352	0.616958453782362	7	17	ADCY1,ADCY5,ADCY6,ADCY7,ADCY9,CX3CL1,CX3CR1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPT_TO_RAC_SIGNALING_PATHWAY	0.0894911587920944	0.640965679575365	6	14	ABI1,ACTB,ACTR2,ACTR3,ARPC2,ARPC5L	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY_HH_LIGAND_SECRETION	0.0898823843988154	0.640965679575365	3	5	DISP1,HHAT,SCUBE2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_GNAS_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY	0.0916475775107985	0.640965679575365	9	24	ADCY1,ADCY5,ADCY6,ADCY7,ADCY9,ATF4,CREB1,CREB3L2,POMC	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CENPE_INTERACTION_WITH_NDC80_COMPLEX	0.0942292032978323	0.640965679575365	5	11	AURKA,AURKB,NDC80,NUF2,SPAG5	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_NUCLEAR_INITIATED_ESTROGEN_SIGNALING_PATHWAY	0.0942292032978323	0.640965679575365	5	11	BCL2,ESR1,KRT19,PGR,TFF1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_N_GLYCAN_PRECURSOR_BIOSYNTHESIS_ALG6_TO_OST	0.0942292032978323	0.640965679575365	5	11	ALG10B,ALG8,DDOST,RPN1,RPN2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_CROSSTALK_BETWEEN_EXTRINSIC_AND_INTRINSIC_APOPTOTIC_PATHWAYS	0.0942292032978323	0.640965679575365	5	11	BAK1,BID,CASP3,FADD,FAS	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_STRAD_STK11_TSC_SIGNALING_PATHWAY	0.0960786428074623	0.646442172802382	4	8	PRKAA1,PRKAA2,TBC1D7,TSC2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_EGF_EGFR_ACTIN_SIGNALING_PATHWAY	0.100468930826888	0.668712561095093	8	21	ACTB,ACTR2,ACTR3,ARPC2,ARPC5L,CTTN,WASL,WIPF1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT	0.110080595210909	0.717261983532137	7	18	MAPT,TUBA1C,TUBA3D,TUBB,TUBB3,TUBB4A,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_ZN_TO_ANTEROGRADE_AXONAL_TRANSPORT	0.110080595210909	0.717261983532137	7	18	MAPT,TUBA1C,TUBA3D,TUBB,TUBB3,TUBB4A,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_EP_NE_ADRB_CAMP_SIGNALING_PATHWAY	0.120416311004048	0.768429860943359	6	15	ADCY1,ADCY5,ADCY6,ADCY7,ADCY9,PLN	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_P300_P21_CELL_CYCLE_G1_S	0.120416311004048	0.768429860943359	6	15	CCND1,CCND2,CCND3,E2F2,E2F3,RB1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_DEPHOSPHORYLATION_OF_KINETOCHORE	0.131201098676453	0.790666879154943	5	12	AURKB,NDC80,NUF2,SKA3,TTK	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_MICROTUBULE_NUCLEATION	0.139907403989687	0.790666879154943	9	26	MZT2B,TPX2,TUBA1C,TUBA3D,TUBB,TUBB3,TUBB4A,TUBB6,TUBGCP4	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PRKAR1A_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY	0.139907403989687	0.790666879154943	9	26	ADCY1,ADCY5,ADCY6,ADCY7,ADCY9,ATF4,CREB1,CREB3L2,POMC	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CXCL12_CXCR4_PKC_ERK_SIGNALING_PATHAWAY	0.140268053327521	0.790666879154943	7	19	CXCR4,GNAQ,MAPK1,MAPK3,PLCB2,PLCG2,PRKCB	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_BASE_EXCISION_AND_STRAND_CLEAVAGE_BY_NEIL_GLYCOSYLASE	0.141582083938521	0.790666879154943	4	9	NEIL1,NEIL2,PARP2,TDP1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_HEME_BIOSYNTHESIS	0.141582083938521	0.790666879154943	4	9	ALAD,ALAS1,FECH,UROD	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_PURINE_SALVAGE_PATHWAY_ADENINE_TO_AMP	0.141582083938521	0.790666879154943	4	9	NT5C,NT5C2,NT5M,PNP	KEGG_MEDICUS	Not Significant
