pathway	pval	padj	overlap	size	overlapGenes	Pathway_Set	Significance
HALLMARK_G2M_CHECKPOINT	0.487091478000915	0.785098844685793	6	188	CCNA2,CCND1,E2F3,KIF2C,LBR,SLC38A1	Hallmark	Not Significant
HALLMARK_HYPOXIA	0.502463260598908	0.785098844685793	6	191	ACKR3,CA12,CSRP2,DUSP1,NEDD4L,PDK1	Hallmark	Not Significant
HALLMARK_COAGULATION	0.583541545770861	0.884153857228578	4	137	ACOX2,HTRA1,ITGA2,PLAT	Hallmark	Not Significant
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.613406403571209	0.902068240545895	3	106	CCL2,DNAJA4,SSR1	Hallmark	Not Significant
HALLMARK_HEME_METABOLISM	0.664606808248182	0.941784213742531	5	189	HAGH,MAP2K3,NUDT4,TRIM58,VEZF1	Hallmark	Not Significant
HALLMARK_MYOGENESIS	0.695402620703705	0.941784213742531	5	196	ADCY9,COL3A1,EPHB3,NQO1,TNNT1	Hallmark	Not Significant
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.718449381392702	0.941784213742531	1	42	WNT6	Hallmark	Not Significant
HALLMARK_SPERMATOGENESIS	0.755330161265484	0.941784213742531	3	132	IL12RB2,KIF2C,PCSK4	Hallmark	Not Significant
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.757931541704003	0.941784213742531	1	47	NQO1	Hallmark	Not Significant
HALLMARK_DNA_REPAIR	0.808821028335697	0.941784213742531	3	145	FEN1,NME3,RFC2	Hallmark	Not Significant
HALLMARK_PEROXISOME	0.818875756929396	0.941784213742531	2	104	CRABP1,PEX11A	Hallmark	Not Significant
HALLMARK_MYC_TARGETS_V2	0.821085919657468	0.941784213742531	1	57	SORD	Hallmark	Not Significant
HALLMARK_ADIPOGENESIS	0.825737503393272	0.941784213742531	4	192	FZD4,MAP4K3,PTGER3,REEP5	Hallmark	Not Significant
HALLMARK_MYC_TARGETS_V1	0.828770108093428	0.941784213742531	4	193	CCNA2,CSTF2,LSM2,SRPK1	Hallmark	Not Significant
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.913722698083664	1	3	184	ACADSB,COX6C,LDHB	Hallmark	Not Significant
HALLMARK_GLYCOLYSIS	0.934822130153979	1	3	197	DSC2,TFF3,XYLT2	Hallmark	Not Significant
HALLMARK_MITOTIC_SPINDLE	0.981901121671799	1	2	197	ARF6,KIF2C	Hallmark	Not Significant
HALLMARK_HEDGEHOG_SIGNALING	1	1	0	35		Hallmark	Not Significant
HALLMARK_PANCREAS_BETA_CELLS	1	1	0	40		Hallmark	Not Significant
HALLMARK_TGF_BETA_SIGNALING	1	1	0	54		Hallmark	Not Significant
