pathway	pval	padj	overlap	size	overlapGenes	Pathway_Set	Significance
KEGG_CELL_ADHESION_MOLECULES_CAMS	1	1	0	126		KEGG_LEGACY	Not Significant
KEGG_CELL_CYCLE	1	1	0	123		KEGG_LEGACY	Not Significant
KEGG_CHEMOKINE_SIGNALING_PATHWAY	1	1	0	183		KEGG_LEGACY	Not Significant
KEGG_CHRONIC_MYELOID_LEUKEMIA	1	1	0	73		KEGG_LEGACY	Not Significant
KEGG_CIRCADIAN_RHYTHM_MAMMAL	1	1	0	12		KEGG_LEGACY	Not Significant
KEGG_CITRATE_CYCLE_TCA_CYCLE	1	1	0	30		KEGG_LEGACY	Not Significant
KEGG_COLORECTAL_CANCER	1	1	0	62		KEGG_LEGACY	Not Significant
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	1	1	0	68		KEGG_LEGACY	Not Significant
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	1	1	0	34		KEGG_LEGACY	Not Significant
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	1	1	0	255		KEGG_LEGACY	Not Significant
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	1	1	0	47		KEGG_LEGACY	Not Significant
KEGG_DILATED_CARDIOMYOPATHY	1	1	0	90		KEGG_LEGACY	Not Significant
KEGG_DNA_REPLICATION	1	1	0	36		KEGG_LEGACY	Not Significant
KEGG_DORSO_VENTRAL_AXIS_FORMATION	1	1	0	24		KEGG_LEGACY	Not Significant
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	1	1	0	64		KEGG_LEGACY	Not Significant
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	1	1	0	44		KEGG_LEGACY	Not Significant
KEGG_ECM_RECEPTOR_INTERACTION	1	1	0	84		KEGG_LEGACY	Not Significant
KEGG_ENDOCYTOSIS	1	1	0	177		KEGG_LEGACY	Not Significant
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	1	1	0	66		KEGG_LEGACY	Not Significant
KEGG_ETHER_LIPID_METABOLISM	1	1	0	27		KEGG_LEGACY	Not Significant
KEGG_FATTY_ACID_METABOLISM	1	1	0	40		KEGG_LEGACY	Not Significant
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	1	1	0	76		KEGG_LEGACY	Not Significant
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	1	1	0	89		KEGG_LEGACY	Not Significant
KEGG_FOLATE_BIOSYNTHESIS	1	1	0	10		KEGG_LEGACY	Not Significant
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	1	1	0	32		KEGG_LEGACY	Not Significant
KEGG_GALACTOSE_METABOLISM	1	1	0	24		KEGG_LEGACY	Not Significant
KEGG_GAP_JUNCTION	1	1	0	86		KEGG_LEGACY	Not Significant
KEGG_GLIOMA	1	1	0	65		KEGG_LEGACY	Not Significant
KEGG_GLUTATHIONE_METABOLISM	1	1	0	50		KEGG_LEGACY	Not Significant
KEGG_GLYCEROLIPID_METABOLISM	1	1	0	41		KEGG_LEGACY	Not Significant
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	1	1	0	68		KEGG_LEGACY	Not Significant
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	1	1	0	31		KEGG_LEGACY	Not Significant
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	1	1	0	59		KEGG_LEGACY	Not Significant
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	1	1	0	22		KEGG_LEGACY	Not Significant
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	1	1	0	26		KEGG_LEGACY	Not Significant
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	1	1	0	14		KEGG_LEGACY	Not Significant
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	1	1	0	21		KEGG_LEGACY	Not Significant
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	1	1	0	15		KEGG_LEGACY	Not Significant
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	1	1	0	14		KEGG_LEGACY	Not Significant
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	1	1	0	24		KEGG_LEGACY	Not Significant
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	1	1	0	25		KEGG_LEGACY	Not Significant
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	1	1	0	16		KEGG_LEGACY	Not Significant
KEGG_GNRH_SIGNALING_PATHWAY	1	1	0	98		KEGG_LEGACY	Not Significant
KEGG_GRAFT_VERSUS_HOST_DISEASE	1	1	0	35		KEGG_LEGACY	Not Significant
KEGG_HEDGEHOG_SIGNALING_PATHWAY	1	1	0	55		KEGG_LEGACY	Not Significant
KEGG_HEMATOPOIETIC_CELL_LINEAGE	1	1	0	84		KEGG_LEGACY	Not Significant
KEGG_HISTIDINE_METABOLISM	1	1	0	28		KEGG_LEGACY	Not Significant
KEGG_HOMOLOGOUS_RECOMBINATION	1	1	0	26		KEGG_LEGACY	Not Significant
KEGG_HUNTINGTONS_DISEASE	1	1	0	156		KEGG_LEGACY	Not Significant
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	1	1	0	83		KEGG_LEGACY	Not Significant
KEGG_INOSITOL_PHOSPHATE_METABOLISM	1	1	0	54		KEGG_LEGACY	Not Significant
KEGG_INSULIN_SIGNALING_PATHWAY	1	1	0	134		KEGG_LEGACY	Not Significant
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	1	1	0	45		KEGG_LEGACY	Not Significant
KEGG_JAK_STAT_SIGNALING_PATHWAY	1	1	0	150		KEGG_LEGACY	Not Significant
KEGG_LEISHMANIA_INFECTION	1	1	0	68		KEGG_LEGACY	Not Significant
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	1	1	0	111		KEGG_LEGACY	Not Significant
KEGG_LIMONENE_AND_PINENE_DEGRADATION	1	1	0	9		KEGG_LEGACY	Not Significant
KEGG_LINOLEIC_ACID_METABOLISM	1	1	0	26		KEGG_LEGACY	Not Significant
KEGG_LONG_TERM_DEPRESSION	1	1	0	65		KEGG_LEGACY	Not Significant
KEGG_LONG_TERM_POTENTIATION	1	1	0	70		KEGG_LEGACY	Not Significant
KEGG_LYSINE_DEGRADATION	1	1	0	39		KEGG_LEGACY	Not Significant
KEGG_LYSOSOME	1	1	0	120		KEGG_LEGACY	Not Significant
KEGG_MAPK_SIGNALING_PATHWAY	1	1	0	261		KEGG_LEGACY	Not Significant
KEGG_MELANOGENESIS	1	1	0	101		KEGG_LEGACY	Not Significant
KEGG_MELANOMA	1	1	0	71		KEGG_LEGACY	Not Significant
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	1	1	0	61		KEGG_LEGACY	Not Significant
KEGG_MISMATCH_REPAIR	1	1	0	23		KEGG_LEGACY	Not Significant
KEGG_MTOR_SIGNALING_PATHWAY	1	1	0	50		KEGG_LEGACY	Not Significant
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	1	1	0	122		KEGG_LEGACY	Not Significant
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	1	1	0	267		KEGG_LEGACY	Not Significant
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	1	1	0	125		KEGG_LEGACY	Not Significant
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	1	1	0	24		KEGG_LEGACY	Not Significant
KEGG_NITROGEN_METABOLISM	1	1	0	23		KEGG_LEGACY	Not Significant
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	1	1	0	60		KEGG_LEGACY	Not Significant
KEGG_NON_HOMOLOGOUS_END_JOINING	1	1	0	12		KEGG_LEGACY	Not Significant
KEGG_NOTCH_SIGNALING_PATHWAY	1	1	0	47		KEGG_LEGACY	Not Significant
KEGG_NUCLEOTIDE_EXCISION_REPAIR	1	1	0	43		KEGG_LEGACY	Not Significant
KEGG_N_GLYCAN_BIOSYNTHESIS	1	1	0	46		KEGG_LEGACY	Not Significant
KEGG_OLFACTORY_TRANSDUCTION	1	1	0	142		KEGG_LEGACY	Not Significant
KEGG_ONE_CARBON_POOL_BY_FOLATE	1	1	0	17		KEGG_LEGACY	Not Significant
KEGG_OOCYTE_MEIOSIS	1	1	0	109		KEGG_LEGACY	Not Significant
KEGG_OTHER_GLYCAN_DEGRADATION	1	1	0	15		KEGG_LEGACY	Not Significant
KEGG_OXIDATIVE_PHOSPHORYLATION	1	1	0	99		KEGG_LEGACY	Not Significant
KEGG_O_GLYCAN_BIOSYNTHESIS	1	1	0	28		KEGG_LEGACY	Not Significant
KEGG_P53_SIGNALING_PATHWAY	1	1	0	65		KEGG_LEGACY	Not Significant
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	1	1	0	16		KEGG_LEGACY	Not Significant
KEGG_PARKINSONS_DISEASE	1	1	0	97		KEGG_LEGACY	Not Significant
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	1	1	0	54		KEGG_LEGACY	Not Significant
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	1	1	0	20		KEGG_LEGACY	Not Significant
KEGG_PENTOSE_PHOSPHATE_PATHWAY	1	1	0	26		KEGG_LEGACY	Not Significant
KEGG_PEROXISOME	1	1	0	78		KEGG_LEGACY	Not Significant
KEGG_PHENYLALANINE_METABOLISM	1	1	0	17		KEGG_LEGACY	Not Significant
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	1	1	0	76		KEGG_LEGACY	Not Significant
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	1	1	0	33		KEGG_LEGACY	Not Significant
KEGG_PPAR_SIGNALING_PATHWAY	1	1	0	68		KEGG_LEGACY	Not Significant
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	1	1	0	16		KEGG_LEGACY	Not Significant
KEGG_PRIMARY_IMMUNODEFICIENCY	1	1	0	35		KEGG_LEGACY	Not Significant
KEGG_PRION_DISEASES	1	1	0	35		KEGG_LEGACY	Not Significant
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	1	1	0	84		KEGG_LEGACY	Not Significant
KEGG_PROPANOATE_METABOLISM	1	1	0	31		KEGG_LEGACY	Not Significant
KEGG_PROTEASOME	1	1	0	42		KEGG_LEGACY	Not Significant
KEGG_PROTEIN_EXPORT	1	1	0	22		KEGG_LEGACY	Not Significant
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	1	1	0	22		KEGG_LEGACY	Not Significant
KEGG_PURINE_METABOLISM	1	1	0	150		KEGG_LEGACY	Not Significant
KEGG_PYRIMIDINE_METABOLISM	1	1	0	94		KEGG_LEGACY	Not Significant
KEGG_PYRUVATE_METABOLISM	1	1	0	40		KEGG_LEGACY	Not Significant
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	1	1	0	209		KEGG_LEGACY	Not Significant
KEGG_REGULATION_OF_AUTOPHAGY	1	1	0	29		KEGG_LEGACY	Not Significant
KEGG_RENAL_CELL_CARCINOMA	1	1	0	66		KEGG_LEGACY	Not Significant
KEGG_RENIN_ANGIOTENSIN_SYSTEM	1	1	0	17		KEGG_LEGACY	Not Significant
KEGG_RETINOL_METABOLISM	1	1	0	51		KEGG_LEGACY	Not Significant
KEGG_RIBOFLAVIN_METABOLISM	1	1	0	14		KEGG_LEGACY	Not Significant
KEGG_RIBOSOME	1	1	0	87		KEGG_LEGACY	Not Significant
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	1	1	0	62		KEGG_LEGACY	Not Significant
KEGG_RNA_DEGRADATION	1	1	0	50		KEGG_LEGACY	Not Significant
KEGG_RNA_POLYMERASE	1	1	0	27		KEGG_LEGACY	Not Significant
KEGG_SELENOAMINO_ACID_METABOLISM	1	1	0	24		KEGG_LEGACY	Not Significant
KEGG_SMALL_CELL_LUNG_CANCER	1	1	0	84		KEGG_LEGACY	Not Significant
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	1	1	0	36		KEGG_LEGACY	Not Significant
KEGG_SPHINGOLIPID_METABOLISM	1	1	0	33		KEGG_LEGACY	Not Significant
KEGG_SPLICEOSOME	1	1	0	121		KEGG_LEGACY	Not Significant
KEGG_STARCH_AND_SUCROSE_METABOLISM	1	1	0	38		KEGG_LEGACY	Not Significant
KEGG_STEROID_BIOSYNTHESIS	1	1	0	17		KEGG_LEGACY	Not Significant
KEGG_STEROID_HORMONE_BIOSYNTHESIS	1	1	0	46		KEGG_LEGACY	Not Significant
KEGG_SULFUR_METABOLISM	1	1	0	12		KEGG_LEGACY	Not Significant
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	1	1	0	51		KEGG_LEGACY	Not Significant
KEGG_TASTE_TRANSDUCTION	1	1	0	49		KEGG_LEGACY	Not Significant
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	1	1	0	10		KEGG_LEGACY	Not Significant
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	1	1	0	15		KEGG_LEGACY	Not Significant
KEGG_TGF_BETA_SIGNALING_PATHWAY	1	1	0	84		KEGG_LEGACY	Not Significant
KEGG_THYROID_CANCER	1	1	0	29		KEGG_LEGACY	Not Significant
KEGG_TIGHT_JUNCTION	1	1	0	125		KEGG_LEGACY	Not Significant
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	1	1	0	95		KEGG_LEGACY	Not Significant
KEGG_TRYPTOPHAN_METABOLISM	1	1	0	39		KEGG_LEGACY	Not Significant
KEGG_TYPE_II_DIABETES_MELLITUS	1	1	0	47		KEGG_LEGACY	Not Significant
KEGG_TYPE_I_DIABETES_MELLITUS	1	1	0	41		KEGG_LEGACY	Not Significant
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	1	1	0	106		KEGG_LEGACY	Not Significant
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	1	1	0	129		KEGG_LEGACY	Not Significant
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	1	1	0	8		KEGG_LEGACY	Not Significant
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	1	1	0	43		KEGG_LEGACY	Not Significant
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	1	1	0	108		KEGG_LEGACY	Not Significant
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	1	1	0	44		KEGG_LEGACY	Not Significant
KEGG_VEGF_SIGNALING_PATHWAY	1	1	0	73		KEGG_LEGACY	Not Significant
KEGG_VIBRIO_CHOLERAE_INFECTION	1	1	0	53		KEGG_LEGACY	Not Significant
KEGG_VIRAL_MYOCARDITIS	1	1	0	68		KEGG_LEGACY	Not Significant
KEGG_WNT_SIGNALING_PATHWAY	1	1	0	149		KEGG_LEGACY	Not Significant
