pathway	pval	padj	overlap	size	overlapGenes	Pathway_Set	Significance
KEGG_JAK_STAT_SIGNALING_PATHWAY	0.00259230409043112	0.0200903567008412	51	150	CBL,CCND1,CCND2,CCND3,CREBBP,CSF2RA,EPOR,GHR,IFNAR2,IFNG,IFNGR1,IFNGR2,IFNL2,IL10,IL10RA,IL10RB,IL12RB1,IL12RB2,IL15,IL15RA,IL20,IL21R,IL22RA2,IL23A,IL2RA,IL2RB,IL2RG,IL3RA,IL4R,IL6,IL6R,IL6ST,IL7,IL7R,JAK2,JAK3,OSM,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIM1,PRLR,SOCS1,SOCS2,SOS2,SPRED1,STAT1,STAT2,STAT4,STAT5A	KEGG_LEGACY	Significant
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	0.00445380843639069	0.0331363347667467	12	24	BST1,CD38,ENPP1,NAMPT,NMNAT1,NMNAT3,NT5C,NT5C2,NT5M,NUDT12,PNP,QPRT	KEGG_LEGACY	Significant
KEGG_OOCYTE_MEIOSIS	0.00534636362808714	0.0382470628778542	38	109	ADCY1,ADCY5,ADCY6,ADCY7,ADCY9,ANAPC13,AR,AURKA,BTRC,BUB1,CALML5,CAMK2B,CAMK2D,CCNB2,CCNE1,CCNE2,CDC20,CHP1,CUL1,FBXO5,IGF1R,ITPR3,MAPK1,MAPK3,PGR,PLK1,PPP2CA,PPP2R5A,PPP2R5C,PPP2R5D,PPP3CB,PRKX,PTTG1,PTTG2,RPS6KA3,SKP1,YWHAB,YWHAQ	KEGG_LEGACY	Significant
KEGG_MTOR_SIGNALING_PATHWAY	0.00740067178221717	0.0509824056108294	20	50	CAB39L,DDIT4,EIF4B,EIF4E2,HIF1A,MAPK1,MAPK3,MLST8,PDPK1,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PRKAA1,PRKAA2,RICTOR,RPS6KA3,TSC2,ULK2,VEGFA	KEGG_LEGACY	Not Significant
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	0.00891778314479413	0.0592395594618467	21	54	ACTB,ARHGEF2,ARPC2,ARPC5L,CD14,CTTN,FYN,HCLS1,KRT18,LY96,OCLN,TLR4,TUBA1C,TUBA3D,TUBB,TUBB3,TUBB4A,TUBB6,WAS,WASL,YWHAQ	KEGG_LEGACY	Not Significant
KEGG_PRION_DISEASES	0.00938630136347983	0.0602017949519741	15	35	C1QA,C1QB,C1QC,C5,C6,CCL5,FYN,HSPA1A,IL1B,IL6,MAPK1,MAPK3,NCAM2,NOTCH1,PRKX	KEGG_LEGACY	Not Significant
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0.0130897458342701	0.0811564241724747	27	76	BTK,FCER1G,FYN,INPP5D,JMJD7-PLA2G4B,LAT,LCP2,LYN,MAPK1,MAPK3,MS4A2,PDPK1,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PLA2G10,PLA2G12A,PLCG2,PRKCB,PRKCE,RAC2,SOS2,SYK,TNF,VAV1,VAV3	KEGG_LEGACY	Not Significant
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.0170430061649906	0.102258036989944	32	95	CCL3,CCL4,CCL5,CD14,CD40,CXCL10,CXCL11,CXCL9,FADD,IFNAR2,IKBKB,IL1B,IL6,LY96,MAP3K8,MAPK1,MAPK3,MYD88,NFKB1,NFKBIA,PIK3CD,PIK3CG,PIK3R1,PIK3R2,STAT1,TBK1,TLR1,TLR2,TLR4,TLR6,TLR8,TNF	KEGG_LEGACY	Not Significant
KEGG_NON_SMALL_CELL_LUNG_CANCER	0.0188860037129891	0.109774896581749	20	54	BAD,CCND1,CDKN2A,E2F2,E2F3,ERBB2,FOXO3,MAPK1,MAPK3,PDPK1,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PLCG2,PRKCB,RASSF5,RB1,SOS2,STK4	KEGG_LEGACY	Not Significant
KEGG_ACUTE_MYELOID_LEUKEMIA	0.0341818532831536	0.192661354868684	20	57	BAD,CCND1,IKBKB,MAPK1,MAPK3,NFKB1,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIM1,PIM2,PML,PPARD,RUNX1,SOS2,STAT5A,TCF7,TCF7L1,ZBTB16	KEGG_LEGACY	Not Significant
KEGG_TYPE_II_DIABETES_MELLITUS	0.0365403612983181	0.199897270631975	17	47	ABCC8,CACNA1D,HK3,IKBKB,INSR,IRS1,KCNJ11,MAPK1,MAPK3,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PRKCE,SOCS1,SOCS2,TNF	KEGG_LEGACY	Not Significant
KEGG_P53_SIGNALING_PATHWAY	0.0405716907909459	0.215609556774741	22	65	BID,CASP3,CCNB2,CCNB3,CCND1,CCND2,CCND3,CCNE1,CCNE2,CCNG2,CD82,CDKN2A,CHEK1,CHEK2,FAS,GTSE1,MDM2,PERP,RRM2,RRM2B,STEAP3,TSC2	KEGG_LEGACY	Not Significant
KEGG_SULFUR_METABOLISM	0.042468549767763	0.217867376446183	6	12	CHST11,SULT1A1,SULT1A2,SULT1A4,SULT2B1,SUOX	KEGG_LEGACY	Not Significant
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.0433392092930579	0.217867376446183	15	41	ATP1A2,HSD11B1,INSR,IRS1,MAPK1,MAPK3,NEDD4L,PDPK1,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PRKCB,SCNN1A,SGK1	KEGG_LEGACY	Not Significant
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.046484376659384	0.227528791016985	24	73	BAD,CBL,CCND1,CDKN1B,CDKN2A,E2F2,E2F3,HDAC2,IKBKB,MAPK1,MAPK3,MDM2,NFKB1,NFKBIA,PIK3CD,PIK3CG,PIK3R1,PIK3R2,RB1,RUNX1,SHC2,SMAD3,SOS2,STAT5A	KEGG_LEGACY	Not Significant
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.0531290144865202	0.253384530628019	15	42	AMDHD2,CHIT1,CYB5R1,FPGT,GMDS,GNPDA2,HK3,MPI,NAGK,NPL,PGM1,PGM3,RENBP,UGDH,UGP2	KEGG_LEGACY	Not Significant
KEGG_PEROXISOME	0.0567257842594362	0.263774896806378	25	78	ACOX3,ACSL1,ACSL3,ACSL4,ACSL5,CROT,DDO,DECR2,EPHX2,FAR1,GNPAT,HMGCL,HSD17B4,IDH2,MPV17L,NUDT12,PEX11A,PEX11B,PEX11G,PEX12,PEX19,PEX2,SCP2,SLC27A2,SOD2	KEGG_LEGACY	Not Significant
KEGG_APOPTOSIS	0.0620684167622446	0.279867951683452	27	86	BAD,BCL2,BID,BIRC3,CASP10,CASP3,CFLAR,CHP1,FADD,FAS,FASLG,IKBKB,IL1B,IL3RA,MYD88,NFKB1,NFKBIA,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PPP3CB,PRKAR2A,PRKX,TNF,TNFSF10,TRADD	KEGG_LEGACY	Not Significant
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0.0643432489189284	0.279867951683452	15	43	ABAT,ACADS,ACADSB,ACAT2,ALDH2,ALDH3A2,ALDH6A1,ALDH7A1,BCAT2,DBT,HMGCL,IL4I1,IVD,MCCC1,MCCC2	KEGG_LEGACY	Not Significant
KEGG_PATHWAYS_IN_CANCER	0.064700655496712	0.279867951683452	88	321	APPL1,AR,ARNT2,AXIN2,BAD,BCL2,BID,BIRC3,CASP3,CBL,CCND1,CCNE1,CCNE2,CDKN1B,CDKN2A,COL4A2,COL4A4,COL4A6,CREBBP,CSF1R,CSF2RA,E2F2,E2F3,EGLN2,ERBB2,ETS1,FADD,FAS,FASLG,FGF18,FGFR1,FGFR3,FZD8,GLI1,GLI3,GSTP1,HDAC2,HIF1A,HSP90B1,IGF1R,IKBKB,IL6,ITGA6,KITLG,LAMA3,LAMB2,MAPK1,MAPK3,MDM2,MET,MMP1,MMP9,MSH3,NFKB1,NFKBIA,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PLCG2,PLD1,PML,PPARD,PRKCB,PTK2,RAC2,RASSF5,RB1,RET,RUNX1,SKP2,SMAD3,SOS2,STAT1,STAT5A,STK36,STK4,TCF7,TCF7L1,TRAF1,TRAF5,VEGFA,WNT10A,WNT2,WNT3,WNT4,WNT6,ZBTB16	KEGG_LEGACY	Not Significant
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.0754446242266541	0.310616844611704	17	51	ACY1,ALDH2,ALDH3A2,ALDH7A1,AMD1,ASS1,GAMT,GLS2,GLUD1,GLUD2,LAP3,MAOA,NAGS,ODC1,PRODH,PYCR2,SAT1	KEGG_LEGACY	Not Significant
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.0758822121817529	0.310616844611704	38	129	ANAPC13,BIRC3,BRCA1,BTRC,CBL,CDC20,CUL1,CUL3,CUL5,DET1,FBXO2,FBXO4,FBXW7,HERC2,MAP3K1,MDM2,MGRN1,NEDD4L,PML,RHOBTB2,RNF7,SKP1,SKP2,SOCS1,STUB1,UBE2B,UBE2C,UBE2D1,UBE2D4,UBE2E2,UBE2E3,UBE2J1,UBE2K,UBE2L6,UBE2Q1,UBE3A,UBE3B,WWP1	KEGG_LEGACY	Not Significant
KEGG_SMALL_CELL_LUNG_CANCER	0.0768192196351525	0.310616844611704	26	84	BCL2,BIRC3,CCND1,CCNE1,CCNE2,CDKN1B,COL4A2,COL4A4,COL4A6,E2F2,E2F3,IKBKB,ITGA6,LAMA3,LAMB2,NFKB1,NFKBIA,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PTK2,RB1,SKP2,TRAF1,TRAF5	KEGG_LEGACY	Not Significant
KEGG_SELENOAMINO_ACID_METABOLISM	0.0916475775107985	0.360667046186445	9	24	AHCYL1,AHCYL2,CBS,GGT7,HEMK1,LCMT1,LCMT2,MAT2A,SEPHS1	KEGG_LEGACY	Not Significant
KEGG_ADHERENS_JUNCTION	0.0930753667577923	0.360667046186445	21	67	ACTB,BAIAP2,CREBBP,ERBB2,FER,FGFR1,FYN,IGF1R,INSR,MAPK1,MAPK3,MET,PTPRB,PTPRJ,RAC2,SMAD3,TCF7,TCF7L1,WAS,WASF3,WASL	KEGG_LEGACY	Not Significant
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	0.0960786428074623	0.364706684942612	4	8	BCAT2,IARS2,PDHA1,PDHB	KEGG_LEGACY	Not Significant
KEGG_GLIOMA	0.115946122676125	0.430615935759849	20	65	CALML5,CAMK2B,CAMK2D,CCND1,CDKN2A,E2F2,E2F3,IGF1R,MAPK1,MAPK3,MDM2,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PLCG2,PRKCB,RB1,SHC2,SOS2	KEGG_LEGACY	Not Significant
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.118072111418023	0.430615935759849	17	54	ALDH6A1,IMPA1,IMPA2,INPP4A,INPP4B,INPP5J,ISYNA1,ITPK1,ITPKA,PIK3C2A,PIK3CD,PIK3CG,PIP5K1B,PLCB2,PLCD4,PLCG2,SYNJ2	KEGG_LEGACY	Not Significant
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.121634267982406	0.435076420090915	32	111	ACTB,ARHGAP35,CLDN5,CXCR4,CYBA,CYBB,F11R,ICAM1,ITGA4,ITGAL,ITGAM,ITGB2,ITK,MMP9,MSN,MYL5,NCF1,NCF2,NCF4,OCLN,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PLCG2,PRKCB,PTK2,RAC2,RASSF5,VAV1,VAV3,VCAM1	KEGG_LEGACY	Not Significant
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0.12433296413854	0.435775077746792	15	47	AIM2,CASP1,CCL4,CCL5,CXCL10,IKBKB,IL18,IL1B,IL6,NFKB1,NFKBIA,NFKBIB,POLR3K,TBK1,ZBP1	KEGG_LEGACY	Not Significant
KEGG_BLADDER_CANCER	0.130431180975852	0.435775077746792	13	40	CCND1,CDKN2A,E2F2,E2F3,ERBB2,FGFR3,MAPK1,MAPK3,MDM2,MMP1,MMP9,RB1,VEGFA	KEGG_LEGACY	Not Significant
KEGG_PYRUVATE_METABOLISM	0.130431180975852	0.435775077746792	13	40	ACACB,ACAT2,AKR1B1,ALDH2,ALDH3A2,ALDH7A1,HAGH,HAGHL,LDHC,LDHD,ME3,PDHA1,PDHB	KEGG_LEGACY	Not Significant
KEGG_CIRCADIAN_RHYTHM_MAMMAL	0.131201098676453	0.435775077746792	5	12	BHLHE40,CLOCK,CRY2,PER2,PER3	KEGG_LEGACY	Not Significant
KEGG_BUTANOATE_METABOLISM	0.135927076953865	0.439977593601444	11	33	ABAT,ACADS,ACAT2,ACSM1,ALDH2,ALDH3A2,ALDH7A1,GAD1,HMGCL,PDHA1,PDHB	KEGG_LEGACY	Not Significant
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	0.137197314133784	0.439977593601444	14	44	ADCY6,ADCY9,ARHGDIB,CREB1,CREB3L2,DCTN4,DCTN6,DYNC1I2,DYNC1LI1,DYNC2H1,DYNC2LI1,NSF,PRKX,RAB11A	KEGG_LEGACY	Not Significant
KEGG_MELANOGENESIS	0.14053388394239	0.443039023953977	29	101	ADCY1,ADCY5,ADCY6,ADCY7,ADCY9,ASIP,CALML5,CAMK2B,CAMK2D,CREB1,CREB3L2,CREBBP,EDN1,FZD8,GNAQ,KITLG,MAPK1,MAPK3,PLCB2,POMC,PRKCB,PRKX,TCF7,TCF7L1,WNT10A,WNT2,WNT3,WNT4,WNT6	KEGG_LEGACY	Not Significant
