pathway	pval	padj	overlap	size	overlapGenes	Pathway_Set	Significance
KEGG_MEDICUS_REFERENCE_BCR_PLCG_CALCINEURIN_SIGNALING_PATHWAY	0.0129768169426695	0.446258315972911	3	17	LYN,NFATC4,PLCG2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HPV_E7_TO_P27_CELL_CYCLE_G1_S	0.016735757525256	0.545233363585971	2	7	CCNE1,E2F3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_PTP	0.020373270667103	0.564315829638776	3	20	DUSP1,MAPK1,PTPN7	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HTLV_1_TAX_TO_P21_CELL_CYCLE_G1_S_N00498	0.0218797736855099	0.564315829638776	2	8	CCNE1,E2F3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_BCR_PLCG_ITPR_SIGNALING_PATHWAY	0.0218797736855099	0.564315829638776	2	8	LYN,PLCG2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_AMPLIFIED_CDK4_TO_CELL_CYCLE_G1_S	0.0218797736855099	0.564315829638776	2	8	CCND1,E2F3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_LOSS_OF_CDKN1B_TO_P27_CELL_CYCLE_G1_S	0.0218797736855099	0.564315829638776	2	8	CCNE1,E2F3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION	0.0263482879631815	0.573525107602728	3	22	KIF2C,TUBB,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_CELL_CYCLE_G1_S	0.0275846863322659	0.573525107602728	2	9	CCND1,E2F3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HTLV_1_TAX_TO_P21_CELL_CYCLE_G1_S_N00497	0.0275846863322659	0.573525107602728	2	9	CCNE1,E2F3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ANTEROGRADE_AXONAL_TRANSPORT	0.0296491170327743	0.573525107602728	3	23	KIF5C,TUBB,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY	0.0296491170327743	0.573525107602728	3	23	IL21R,IL7R,STAT1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ITGA_B_RHOGAP_RHOA_SIGNALING_PATHWAY	0.0296491170327743	0.573525107602728	3	23	ITGA2,ITGA9,ITGB7	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ITGA_B_RHOGEF_RHOA_SIGNALING_PATHWAY	0.0296491170327743	0.573525107602728	3	23	ITGA2,ITGA9,ITGB7	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_KEAP1_NRF2_SIGNALING_PATHWAY	0.0296491170327743	0.573525107602728	3	23	GSTA5,GSTP1,NQO1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT	0.03315744759609	0.581392055588915	3	24	KIF5C,TUBB,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ANTEROGRADE_AXONAL_TRANSPORT	0.03315744759609	0.581392055588915	3	24	KIF5C,TUBB,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_P16_CELL_CYCLE_G1_S	0.0338127851392584	0.581392055588915	2	10	CCND1,E2F3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_KRAS_NRAS_TO_ERK_SIGNALING_PATHWAY	0.0338127851392584	0.581392055588915	2	10	CCND1,MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_ANTEROGRADE_AXONAL_TRANSPORT	0.0368715788145416	0.58964009177753	3	25	KIF5C,TUBB,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_MDM2_P21_CELL_CYCLE_G1_S_N00536	0.0405280972411254	0.58964009177753	2	11	CCNE1,E2F3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_AMPLIFIED_MYC_TO_CELL_CYCLE_G1_S	0.0405280972411254	0.58964009177753	2	11	CCND1,E2F3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_RET_FUSION_KINASE_TO_RAS_ERK_SIGNALING_PATHWAY	0.0405280972411254	0.58964009177753	2	11	MAPK1,RET	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_CDC42_SIGNALING_PATHWAY	0.0407893298677859	0.58964009177753	3	26	ITGA2,ITGA9,ITGB7	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_TLR2_4_MAPK_SIGNALING_PATHWAY	0.0407893298677859	0.58964009177753	3	26	MAP2K3,MAPK1,MYD88	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CYTOKINE_JAK_STAT_SIGNALING_PATHWAY	0.0409604587179868	0.58964009177753	4	44	IL12RB2,IL6ST,IL7R,STAT1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY	0.0449080815327312	0.631775056108195	3	27	IL27RA,IL6ST,STAT1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_AMPLIFIED_MDM2_TO_P21_CELL_CYCLE_G1_S	0.0476963176244065	0.641826534989296	2	12	CCND1,E2F3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_EML4_ALK_FUSION_KINASE_TO_RAS_ERK_SIGNALING_PATHWAY	0.0476963176244065	0.641826534989296	2	12	CCND1,MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ITGA_B_RHOG_RAC_SIGNALING_PATHWAY	0.0492248153838722	0.648301291970572	3	28	ITGA2,ITGA9,ITGB7	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_PRNP_PI3K_NOX2_SIGNALING_PATHWAY	0.0537361507289941	0.669876978555649	3	29	CYBA,MAPK1,NCF4	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_BPA_TO_RAS_ERK_SIGNALING_PATHWAY	0.0552847421079223	0.669876978555649	2	13	ESR1,MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_MDM2_P21_CELL_CYCLE_G1_S_N00066	0.0552847421079223	0.669876978555649	2	13	CCND1,E2F3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_AMPLIFIED_MYC_TO_P15_CELL_CYCLE_G1_S	0.0552847421079223	0.669876978555649	2	13	CCND1,E2F3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ARL8_REGULATED_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT	0.0584383793893458	0.669876978555649	3	30	KIF5C,TUBB,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_RAC_SIGNALING_PATHWAY	0.0584383793893458	0.669876978555649	3	30	ITGA2,ITGA9,ITGB7	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ITGA_B_TALIN_VINCULIN_SIGNALING_PATHWAY	0.0584383793893458	0.669876978555649	3	30	ITGA2,ITGA9,ITGB7	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_KITLG_KIT_RAS_ERK_SIGNALING_PATHWAY	0.0715990060879022	0.764134220145025	2	15	KITLG,MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_P300_P21_CELL_CYCLE_G1_S	0.0715990060879022	0.764134220145025	2	15	CCND1,E2F3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_EGFR_TO_RAS_ERK_SIGNALING_PATHWAY	0.0715990060879022	0.764134220145025	2	15	CCND1,MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_MET_TO_RAS_ERK_SIGNALING_PATHWAY	0.0715990060879022	0.764134220145025	2	15	CCND1,MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_E2_TO_RAS_ERK_SIGNALING_PATHWAY	0.0802668726413124	0.788653875634483	2	16	ESR1,MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPG_TO_MICROTUBULE_RHOA_SIGNALING_PATHWAY	0.0802668726413124	0.788653875634483	2	16	TUBB,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_EGF_EGFR_PLCG_CALCINEURIN_SIGNALING_PATHWAY	0.0802668726413124	0.788653875634483	2	16	NFATC4,PLCG2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_EGF_EGFR_RAS_ERK_SIGNALING_PATHWAY	0.0802668726413124	0.788653875634483	2	16	CCND1,MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_PRNP_PI3K_NOX2_SIGNALING_PATHWAY	0.0802668726413124	0.788653875634483	2	16	CYBA,NCF4	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_CXCR4_GNAQ_PLCB_G_CALCINEURIN	0.0892388800677981	0.81233627591128	2	17	NFATC4,PLCG2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CX3CR1_GNAI_AC_PKA_SIGNALING_PATHWAY	0.0892388800677981	0.81233627591128	2	17	ADCY9,CX3CL1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_IL1_IL1R_P38_SIGNALING_PATHWAY	0.0892388800677981	0.81233627591128	2	17	MAP2K3,MYD88	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_LONG_PATCH_BER	0.0892388800677981	0.81233627591128	2	17	FEN1,RFC2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_DCTN1_TO_RETROGRADE_AXONAL_TRANSPORT	0.0892388800677981	0.81233627591128	2	17	TUBB,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_DCE_TO_DNA_ADDUCTS	0.0984894074196347	0.858661171728928	2	18	GSTA5,GSTP1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT	0.0984894074196347	0.858661171728928	2	18	TUBB,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_ZN_TO_ANTEROGRADE_AXONAL_TRANSPORT	0.0984894074196347	0.858661171728928	2	18	TUBB,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CXCL12_CXCR4_PKC_ERK_SIGNALING_PATHAWAY	0.107994081907241	0.891311156007765	2	19	MAPK1,PLCG2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_KINETOCHORE_MICROTUBULE_ATTACHMENT	0.107994081907241	0.891311156007765	2	19	TUBB,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION_AT_THE_MINUS_ENDS	0.107994081907241	0.891311156007765	2	19	TUBB,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_TCR_PLCG_ITPR_SIGNALING_PATHWAY	0.107994081907241	0.891311156007765	2	19	LCK,PLCG2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_NNK_TO_DNA_ADDUCTS	0.113590367002508	0.913148534734448	1	4	HSD11B1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_PHIP_TO_DNA_ADDUCTS	0.113590367002508	0.913148534734448	1	4	SULT1A2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_MICROTUBULE_RHOA_SIGNALING_PATHWAY	0.11772972760059	0.934291043394425	2	20	TUBB,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT	0.121462607142535	0.951713339509232	3	41	DYNLRB2,TUBB,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CXCR4_GNAQ_PLCB_G_CALCINEURIN_SIGNALING_PATHWAY	0.127674316067255	0.966895963117124	2	21	NFATC4,PLCG2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_PROMOTION_OF_MICROTUBULE_GROWTH	0.127674316067255	0.966895963117124	2	21	TUBB,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_RETROGRADE_AXONAL_TRANSPORT	0.128086379605176	0.966895963117124	3	42	DNALI1,TUBB,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_TCDD_TO_AHR_SIGNALING_PATHWAY	0.137806918877662	0.98480522189898	2	22	GSTA5,GSTP1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_KINETOCHORE_FIBER_ORGANIZATION	0.137806918877662	0.98480522189898	2	22	TUBB,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ANTEROGRADE_AXONAL_TRANSPORT	0.137806918877662	0.98480522189898	2	22	TUBB,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ANXA2_S100A10_REGULATED_ACTIN_CYTOSKELETON	0.139915363798477	0.98480522189898	1	5	AHNAK	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_LINKAGE_TETRASACCHARIDE	0.139915363798477	0.98480522189898	1	5	XYLT2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_RETROGRADE_AXONAL_TRANSPORT	0.141704440493436	0.98480522189898	3	44	DNALI1,TUBB,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_E2_ER_RAS_ERK_SIGNALING_PATHWAY	0.148107661910509	0.98480522189898	2	23	ESR1,MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_LRP6_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY	0.148687474138509	0.98480522189898	3	45	CCND1,FZD4,WNT6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_PATHWAY	0.155779013117783	0.98480522189898	3	46	CCND1,FZD4,WNT6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_DNA_REPLICATION_LICENSING	0.158557681393638	0.98480522189898	2	24	CCNA2,CCNE1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HCV_CORE_TO_RXRA_LXRA_MEDIATED_TRANSCRIPTION	0.165460004971719	0.98480522189898	1	6	CCND1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HPV_E7_TO_CELL_CYCLE_G1_S	0.165460004971719	0.98480522189898	1	6	E2F3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_KSHV_VCYCLIN_TO_CELL_CYCLE_G1_S	0.165460004971719	0.98480522189898	1	6	E2F3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_SARS_COV_2_S_N_TO_LECTIN_PATHWAY_OF_COAGULATION_CASCADE	0.165460004971719	0.98480522189898	1	6	FCN1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_SHIGELLA_OSPF_TO_TLR2_4_MAPK_SIGNALING_PATHWAY	0.165460004971719	0.98480522189898	1	6	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_YERSINIA_YOPP_J_TO_TLR2_4_MAPK_SIGNALING_PATHWAY	0.165460004971719	0.98480522189898	1	6	MAP2K3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_BLOOD_GROUP_H_O_ANTIGEN_TYPE_2_BIOSYNTHESIS	0.165460004971719	0.98480522189898	1	6	B4GALT3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CREATINE_PATHWAY	0.165460004971719	0.98480522189898	1	6	GAMT	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ERK_RSK_SIGNALING	0.165460004971719	0.98480522189898	1	6	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_MAGI_PTEN_SIGNALING_PATHWAY	0.165460004971719	0.98480522189898	1	6	MAGI2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_REGULATION_OF_FIBRINOLYTIC_SYSTEM_PAI	0.165460004971719	0.98480522189898	1	6	PLAT	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_EWSR1_WT1_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION	0.165460004971719	0.98480522189898	1	6	BAIAP3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_MICROTUBULE_NUCLEATION	0.17983489426375	1	2	26	TUBB,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_E2_TO_NUCLEAR_INITIATED_ESTROGEN_SIGNALING_PATHWAY	0.190247379546129	1	1	7	ESR1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_KSHV_LANA_TO_WNT_SIGNALING_PATHWAY	0.190247379546129	1	1	7	CCND1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_SHIGELLA_OSPG_TO_TNF_NFKB_SIGNALING_PATHWAY	0.190247379546129	1	1	7	SKP1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_EGF_JAK_STAT_SIGNALING_PATHWAY	0.190247379546129	1	1	7	STAT1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_II_BLOOD_GROUP_ANTIGEN_BIOSYNTHESIS	0.190247379546129	1	1	7	B4GALT3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_ERBB2_OVEREXPRESSION_TO_EGF_JAK_STAT_SIGNALING_PATHWAY	0.190247379546129	1	1	7	STAT1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_TMPRSS2_ERG_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION	0.190247379546129	1	1	7	PLAT	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	0.212452223314815	1	2	29	GLI3,WNT6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	0.212452223314815	1	2	29	GLI3,WNT6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_METALS_TO_KEAP1_NRF2_SIGNALIG_PATHWAY	0.214299894669075	1	1	8	NQO1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_LECTIN_PATHWAY_OF_COAGULATION_CASCADE_PROTHROMBIN_TO_THROMBIN	0.214299894669075	1	1	8	FCN1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_P4_PR_PI3K_SIGNALING_PATHWAY	0.214299894669075	1	1	8	PGR	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_TGFA_EGFR_PLCG_PKC_SIGNALING_PATHWAY	0.214299894669075	1	1	8	PLCG2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_CDH1_REDUCED_EXPRESSION_TO_BETA_CATENIN_SIGNALING_PATHWAY	0.214299894669075	1	1	8	CCND1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_RET_TO_PI3K_SIGNALING_PATHWAY	0.214299894669075	1	1	8	RET	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PROK2_TO_PROK_PRKR_GI_ERK_SIGNALING_PATHWAY	0.214299894669075	1	1	8	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PROKR2_TO_PROK_PRKR_GI_ERK_SIGNALING_PATHWAY	0.214299894669075	1	1	8	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ORIGIN_UNWINDING_AND_ELONGATION	0.223453212166634	1	2	30	MCM10,RFC2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_BRANCHING_MICROTUBULE_NUCLEATION	0.234496364838219	1	2	31	TUBB,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CCR2_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY	0.234496364838219	1	2	31	CCL2,CCR2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ICOSLG_ICOS_PI3K_SIGNALING_PATHWAY	0.237639295711176	1	1	9	ICOS	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_PDL_PD1_SHP_PI3K_SIGNALING_PATHWAY	0.237639295711176	1	1	9	PDCD1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_PROK_PRKR_GI_ERK_SIGNALING_PATHWAY	0.237639295711176	1	1	9	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_PURINE_SALVAGE_PATHWAY_ADENINE_TO_AMP	0.237639295711176	1	1	9	NT5C2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_PURINE_SALVAGE_PATHWAY_HYPOXANTHINE_GUANINE_TO_IMP_GMP	0.237639295711176	1	1	9	NT5C2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_PSEN1_TO_ANTEROGRADE_AXONAL_TRANSPORT	0.237639295711176	1	1	9	KIF5C	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_AVP_V2R_PKA_SIGNALING_PATHWAY	0.260286685774722	1	1	10	ADCY9	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_IL12_23_TO_JAK_STAT_SIGNALING_PATHWAY	0.260286685774722	1	1	10	IL12RB2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ISOLEUCINE_DEGRADATION	0.260286685774722	1	1	10	ACADSB	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_LECTIN_PATHWAY_OF_COAGULATION_CASCADE_FIBRINOGEN_TO_FIBRIN	0.260286685774722	1	1	10	FCN1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_LECTIN_PATHWAY_OF_COMPLEMENT_CASCADE_C4_C2_TO_C3_CONVERTASE_FORMATION	0.260286685774722	1	1	10	FCN1	KEGG_MEDICUS	Not Significant
