pathway	pval	padj	overlap	size	overlapGenes	Pathway_Set	Significance
HALLMARK_E2F_TARGETS	5.20115012940943e-06	2.36415914973156e-05	74	195	ANP32E,ASF1A,AURKA,AURKB,BRCA1,CCNB2,CCNE1,CCP110,CDC20,CDC25A,CDC25B,CDCA8,CDKN1B,CDKN2A,CDKN3,CHEK1,CHEK2,CTPS1,DDX39A,DEK,DIAPH3,DLGAP5,DONSON,DUT,EZH2,HELLS,HMGA1,HMGB3,IPO7,KIF2C,KIF4A,KPNA2,LBR,LMNB1,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,MELK,MKI67,MMS22L,MTHFD2,MYBL2,NASP,NUP153,NUP205,ORC6,PAN2,PLK1,PMS2,PRDX4,PRIM2,PTTG1,RAD50,RAD51C,RANBP1,RRM2,SMC6,SNRPB,SPAG5,SRSF1,SSRP1,STMN1,SYNCRIP,TCF19,TFRC,TOP2A,TRIP13,TUBB,WDR90,XRCC6,ZW10	Hallmark	Significant
HALLMARK_INTERFERON_ALPHA_RESPONSE	5.83908032962276e-06	2.43295013734282e-05	42	94	B2M,BATF2,C1S,CASP1,CCRL2,CD47,CD74,CNP,CXCL10,CXCL11,EPSTI1,GBP2,GBP4,HLA-C,IFI30,IFIH1,IL15,IL4R,IL7,IRF1,ISG20,LAMP3,LAP3,NCOA7,NMI,NUB1,OASL,PARP12,PSMB8,PSMB9,PSME2,RIPK2,RTP4,SAMD9L,SLC25A28,STAT2,TAP1,TMEM140,TRIM14,TRIM21,UBE2L6,USP18	Hallmark	Significant
HALLMARK_G2M_CHECKPOINT	9.70589582664404e-06	3.73303685640155e-05	71	188	AMD1,AURKA,AURKB,BUB1,CCNA2,CCNB2,CCND1,CCNT1,CDC20,CDC25A,CDC25B,CDC45,CDKN1B,CDKN3,CENPA,CHEK1,CUL1,CUL3,CUL5,DDX39A,E2F2,E2F3,EXO1,EZH2,FANCC,FBXO5,HIF1A,HMGA1,HMGB3,HOXC10,INCENP,KIF11,KIF2C,KIF4A,KPNA2,LBR,LMNB1,MARCKS,MCM2,MCM3,MCM5,MCM6,MEIS2,MKI67,MNAT1,MYBL2,NASP,NDC80,NUMA1,NUP50,ODC1,ORC6,PLK1,PML,PRIM2,PTTG1,PURA,RAD54L,SLC7A1,SLC7A5,SMAD3,SRSF1,STMN1,SYNCRIP,TFDP1,TLE3,TOP2A,TPX2,TTK,UBE2C,UCK2	Hallmark	Significant
HALLMARK_APOPTOSIS	0.00203490606554942	0.00726752166267649	54	159	ADD1,ATF3,BID,BIRC3,BRCA1,BTG3,CASP1,CASP3,CASP4,CCND1,CCND2,CD14,CD2,CD38,CD44,CD69,CDC25B,CDKN1B,CFLAR,CREBBP,ENO2,ERBB2,ERBB3,FAS,FASLG,FDXR,GCH1,GPX4,GSN,HSPB1,IFNGR1,IGF2R,IL18,IL1B,IL6,IRF1,ISG20,KRT18,MCL1,MGMT,PLAT,PLCB2,PRF1,PSEN2,PTK2,RHOB,RHOT2,SAT1,SOD2,TAP1,TNF,TNFSF10,TOP2A,TSPO	Hallmark	Significant
HALLMARK_UV_RESPONSE_UP	0.00474481794079571	0.0158160598026524	51	154	ALAS1,AMD1,ARRB2,ASNS,ATF3,BAK1,BID,BTG3,CA2,CASP3,CCND3,CCNE1,CHRNA5,CNP,CTSV,CYB5R1,DGAT1,ENO2,FEN1,FGF18,FKBP4,FMO1,GAL,GCH1,GGH,HLA-F,HSPA2,HTR7,ICAM1,IL6,IL6ST,IRF1,LHX2,LYN,MAOA,MGAT1,NAT1,NFKBIA,PARP2,RAB27A,RET,RFC4,RHOB,RPN1,SOD2,SPR,STARD3,SULT1A1,TAP1,TFRC,UROD	Hallmark	Significant
HALLMARK_MTORC1_SIGNALING	0.0120605596627041	0.0376892489459502	60	194	ACSL3,ACTR2,ACTR3,AK4,ARPC5L,ASNS,AURKA,BHLHE40,BUB1,CDC25A,CFP,CORO1A,CTSC,CXCR4,DAPP1,DDIT4,DDX39A,EDEM1,ELOVL5,ENO1,FADS2,FDXR,FGL2,GLRX,GMPS,HSP90B1,IFI30,IFRD1,IGFBP5,ITGB2,LGMN,MCM2,MCM4,MTHFD2,NAMPT,NFIL3,NFKBIB,NUP205,PDK1,PGM1,PHGDH,PITPNB,PLK1,PNP,PSAT1,PSMG1,QDPR,RPN1,RRM2,SHMT2,SLA,SLC7A5,SORD,SRD5A1,STARD4,SYTL2,TBK1,TES,TFRC,VLDLR	Hallmark	Significant
HALLMARK_HYPOXIA	0.0195705590977942	0.0543626641605394	58	191	ADM,AK4,AKAP12,ATF3,BCL2,BHLHE40,CA12,CCNG2,CDKN1B,CHST2,CSRP2,CXCR4,DDIT4,ENO1,ENO2,ETS1,FOXO3,GLRX,GPC1,IDS,IL6,ISG20,KLHL24,LDHC,MAFF,MAP3K1,NAGK,NEDD4L,NFIL3,PDK1,PFKP,PGAM2,PGM1,PIM1,PLAC8,PLAUR,PLIN2,PNRC1,PPP1R3C,RRAGD,S100A4,SDC4,SELENBP1,SIAH2,SLC2A5,STC2,SULT2B1,TES,TIPARP,TMEM45A,TNFAIP3,TPBG,TPST2,UGP2,VEGFA,VLDLR,XPNPEP1,ZFP36	Hallmark	Not Significant
HALLMARK_P53_PATHWAY	0.0195705590977942	0.0543626641605394	58	191	ABAT,ABCC5,ADA,ANKRA2,ATF3,BAIAP2,BAK1,CASP1,CCND2,CCND3,CCP110,CD82,CDKN2A,CGRRF1,CLCA2,CSRNP2,CTSF,DDIT4,DEF6,DRAM1,EPS8L2,FAS,FBXW7,FDXR,FOXO3,GLS2,GM2A,HEXIM1,IFI30,IP6K2,KIF13B,KLK8,KRT17,MDM2,MXD4,NOTCH1,PERP,RAB40C,RAD51C,RB1,RGS16,RHBDF2,RPS27L,RRP8,S100A4,SAT1,SDC1,SLC19A2,SOCS1,ST14,STEAP3,TAP1,TCN2,TM4SF1,UPP1,WWP1,ZBTB16,ZNF365	Hallmark	Not Significant
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.0257175599448256	0.0676777893284885	16	42	ADAM17,AXIN2,CCND2,CUL1,DKK1,FZD8,HDAC11,HDAC2,HEY2,KAT2A,NOTCH1,PPARD,PSEN2,SKP2,TCF7,WNT6	Hallmark	Not Significant
HALLMARK_PEROXISOME	0.0887157067704751	0.220483233511771	31	104	ABCC5,ABCC8,ACSL1,ACSL4,ACSL5,CDK7,CLN8,CRABP2,CTPS1,ELOVL5,EPHX2,FDPS,FIS1,GNPAT,HMGCL,HSD17B4,IDH2,ISOC1,PEX11A,PEX11B,PEX2,SCGB1A1,SCP2,SEMA3C,SERPINA6,SLC27A2,SOD2,SULT2B1,TOP2A,TSPO,VPS4B	Hallmark	Not Significant
HALLMARK_BILE_ACID_METABOLISM	0.092602958074944	0.220483233511771	33	112	ABCA2,ABCA3,ACSL1,ACSL5,AQP9,AR,BBOX1,BCAR3,BMP6,CROT,CYP7B1,EFHC1,EPHX2,FADS2,FDXR,GNPAT,HSD17B4,IDH2,ISOC1,LCK,NPC1,NUDT12,PEX11A,PEX11G,PEX12,PEX19,PFKM,RBP1,SCP2,SERPINA6,SLC22A18,SLC27A2,SULT2B1	Hallmark	Not Significant
HALLMARK_APICAL_SURFACE	0.118056761037844	0.268310820540554	14	43	ATP6V0A4,ATP8B1,BRCA1,CROCC,CX3CL1,GATA3,GHRL,HSPB1,IL2RB,IL2RG,LYN,MAL,PLAUR,RTN4RL1	Hallmark	Not Significant
HALLMARK_ANDROGEN_RESPONSE	0.125768393443795	0.273409550964772	28	96	ABHD2,ACSL3,AKAP12,APPBP2,B2M,BMPR1B,CCND1,CCND3,CENPN,DNAJB9,ELOVL5,GPD1L,HPGD,INPP4B,KRT19,LMAN1,MAF,PGM3,RPS6KA3,SAT1,SGK1,SORD,SPCS3,SPDEF,STK39,TNFAIP8,UBE2J1,XRCC6	Hallmark	Not Significant
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.155556965442761	0.324077011339085	30	106	ASNS,ATF3,ATF4,BAG3,CCL2,CEBPB,CHAC1,CNOT2,DCP1A,DDIT4,DNAJB9,EDEM1,EIF4A1,HERPUD1,HSP90B1,MTHFD2,NABP1,NFYB,PARN,PDIA5,PDIA6,PSAT1,SLC30A5,SLC7A5,SPCS1,SPCS3,STC2,TATDN2,VEGFA,WFS1	Hallmark	Not Significant
HALLMARK_UV_RESPONSE_DN	0.164591350192802	0.329182700385605	38	138	AGGF1,AMPH,APBB2,BHLHE40,CAP2,CDKN1B,CDON,CELF2,DDAH1,ERBB2,FBLN5,FYN,GCNT1,GJA1,GRK5,ICA1,IGF1R,IGFBP5,INPP4B,IRS1,ITGB3,KALRN,MAGI2,MET,MGMT,MIOS,MMP16,NFIB,NFKB1,PIK3CD,PRKCE,RUNX1,SLC22A18,SLC7A1,SMAD3,SRI,SYNJ2,VLDLR	Hallmark	Not Significant
HALLMARK_SPERMATOGENESIS	0.189100174753619	0.363654182218498	36	132	AGFG1,ART3,AURKA,BUB1,CCNB2,CDKN3,CHFR,CLGN,CRISP2,DPEP3,EZH2,GAD1,GFI1,HSPA2,IFT88,IL12RB2,KIF2C,LDHC,LPIN1,NCAPH,NPHP1,PARP2,PCSK4,PHKG2,POMC,PRKAR2A,PSMG1,RAD17,RFC4,SIRT1,SLC2A5,SPATA6,TEKT2,TNNI3,TTK,ZC2HC1C	Hallmark	Not Significant
HALLMARK_NOTCH_SIGNALING	0.207271740776309	0.383836556993165	10	32	ARRB1,CCND1,CUL1,HEYL,KAT2A,NOTCH1,PPARD,PSEN2,SKP1,WNT2	Hallmark	Not Significant
HALLMARK_KRAS_SIGNALING_DN	0.228541813640331	0.408110381500591	50	191	ATP6V1B1,BMPR1B,C5,CACNG1,CALML5,CAMK1D,CCDC106,CDKAL1,CELSR2,CHRNG,CHST2,CPB1,CPEB3,EDN1,FGFR3,GAMT,GP1BA,GP2,GPR19,GPRC5C,GTF3C5,IDUA,IFNG,KCNMB1,KLK8,MAGIX,MTHFR,NR4A2,PDCD1,PDE6B,PNMT,PRODH,PTPRJ,RGS11,RYR1,SCGB1A1,SGK1,SLC25A23,SLC30A3,SLC6A14,SNN,SOX10,SPHK2,TCF7L1,TCL1A,TNNI3,YPEL1,ZBTB16,ZC2HC1C,ZNF112	Hallmark	Not Significant
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.248250774621369	0.428018576933394	28	104	ACTR2,ACTR3,CAB39L,CDKN1B,CXCR4,DAPP1,FASLG,HSP90B1,IL2RG,LCK,MAPK1,MYD88,NFKBIB,NOD1,PDK1,PFN1,PLA2G12A,PRKAA2,PRKAR2A,PRKCB,RPS6KA3,SLA,STAT2,TBK1,TIAM1,TSC2,VAV3,YWHAB	Hallmark	Not Significant
HALLMARK_HEDGEHOG_SIGNALING	0.304669343600837	0.507782239334728	10	35	CELSR1,GLI1,HEY2,NRCAM,PML,RASA1,TLE1,TLE3,VEGFA,VLDLR	Hallmark	Not Significant
HALLMARK_ADIPOGENESIS	0.35721991267703	0.540996242699936	48	192	ACADS,ADCY6,ALDH2,APOE,C3,CCNG2,CD151,CMBL,COQ5,CYP4B1,DBT,DGAT1,DNAJB9,ELMOD3,ENPP2,EPHX2,FAH,GPHN,GPX4,HSPB8,IFNGR1,LPCAT3,LTC4S,MAP4K3,MCCC1,MTCH2,NABP1,NDUFA5,PGM1,PHLDB1,PLIN2,PRDX3,PTGER3,QDPR,REEP5,REEP6,RMDN3,RNF11,SCP2,SLC27A1,SLC5A6,SNCG,SPARCL1,STAT5A,SULT1A1,TANK,UQCR11,UQCRQ	Hallmark	Not Significant
HALLMARK_GLYCOLYSIS	0.370413998346952	0.540996242699936	49	197	AGL,AK4,AKR1A1,ALDH7A1,ALG1,ARPP19,AURKA,B3GAT1,B3GNT3,CACNA1H,CD44,CENPA,CHST2,CHST6,COG2,CXCR4,CYB5A,DDIT4,DSC2,ENO1,ENO2,FKBP4,GLCE,GLRX,GPC1,IDUA,ISG20,KIF20A,KIF2A,LDHC,MED24,MET,MPI,NASP,PAXIP1,PFKP,PGAM2,POLR3K,RRAGD,SDC1,SLC35A3,SPAG4,STC2,STMN1,TFF3,TPBG,UGP2,VEGFA,VLDLR	Hallmark	Not Significant
HALLMARK_PROTEIN_SECRETION	0.372609227851482	0.540996242699936	24	94	ANP32E,AP2B1,ARFGAP3,ARFGEF1,ARFIP1,ATP6V1B1,ATP6V1H,COG2,CTSC,ICA1,IGF2R,KRT18,LMAN1,MAPK1,RAB22A,RAB9A,RPS6KA3,SCAMP1,STX16,STX7,TOM1L1,TSG101,VPS4B,ZW10	Hallmark	Not Significant
HALLMARK_HEME_METABOLISM	0.374744207481094	0.540996242699936	47	189	ADD1,ALAD,ALDH6A1,ASNS,BLVRB,BTRC,C3,CA2,CCND3,CLIC2,CTSB,DCAF10,DMTN,E2F2,EIF2AK1,EPOR,ERMAP,FBXO7,FECH,FOXO3,GDE1,GMPS,HAGH,HEBP1,ICAM4,KLF3,MFHAS1,MPP1,NARF,NUDT4,PIGQ,RBM38,RBM5,RNF123,SEC14L1,SELENBP1,SLC10A3,SLC22A4,SLC30A1,TFRC,TMCC2,TMEM9B,TNRC6B,TRAK2,TRIM58,UROD,VEZF1	Hallmark	Not Significant
HALLMARK_FATTY_ACID_METABOLISM	0.378697369889955	0.540996242699936	38	152	AADAT,ACADS,ACAT2,ACOT2,ACSL1,ACSL4,ACSL5,ALAD,ALDH3A2,AOC3,BMPR1B,CA2,CBR3,CRYZ,ECI1,ELOVL5,ENO2,FMO1,HCCS,HMGCL,HPGD,HSD17B4,HSD17B7,IL4I1,LTC4S,MAOA,NTHL1,ODC1,PCBD1,PDHA1,PDHB,REEP6,SDHA,SLC22A5,TDO2,UBE2L6,UGDH,UROD	Hallmark	Not Significant
HALLMARK_COAGULATION	0.407092959607376	0.565406888343578	34	137	APOC1,C1QA,C1R,C1S,C2,C3,CFH,CTSB,CTSH,CTSV,DUSP6,F2RL2,FYN,GP1BA,GSN,HPN,ITGB3,KLK8,LGMN,MAFF,MMP1,MMP3,MMP9,MST1,PLAT,PLAU,PLEK,PREP,PRSS23,S100A13,SERPING1,SH2B2,TFPI2,TMPRSS6	Hallmark	Not Significant
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.439398065025818	0.593781168953809	18	72	ABCA2,ACAT2,ALCAM,ATF3,CBS,CPEB2,CXCL16,FADS2,FDPS,GSTM2,HSD17B7,LGMN,NFIL3,PLAUR,PNRC1,S100A11,SREBF2,STARD4	Hallmark	Not Significant
HALLMARK_DNA_REPAIR	0.556552737619388	0.73230623370972	34	145	ADA,ADCY6,ALYREF,BRF2,CANT1,CLP1,DCTN4,DUT,EIF1B,FEN1,GMPR2,GPX4,GTF2H5,GTF3C5,HCLS1,IMPDH2,MPC2,MPG,NME3,NME4,NT5C,PNP,POLD4,POLR2D,RFC4,RRM2B,SSRP1,SUPT5H,SURF1,TAF9,TSG101,VPS28,VPS37B,VPS37D	Hallmark	Not Significant
HALLMARK_XENOBIOTIC_METABOLISM	0.588875912140535	0.754969118128891	45	194	ABCC3,ACOX3,ACSM1,ALAS1,ALDH2,APOE,AQP9,ARPP19,BLVRB,CA2,COMT,CROT,CSAD,CYB5A,DDAH2,ELOVL5,ESR1,FAH,FAS,FMO1,GAD1,GCH1,HSD11B1,HSD17B2,ID2,IGFBP4,IRF8,KYNU,LEAP2,MAOA,MCCC2,MPP2,NFS1,NPC1,NQO1,PDK4,PPARD,PSMB10,PTGDS,SERPINA6,SHMT2,TDO2,TMEM176B,UGDH,UPP1	Hallmark	Not Significant
HALLMARK_MYOGENESIS	0.619476800416569	0.773692850085039	45	196	ABLIM1,ACSL1,ADCY9,AGL,BAG1,BHLHE40,BIN1,CACNA1H,CACNG1,CAMK2B,CHRNG,COL4A2,EFS,EPHB3,ERBB3,FDPS,FKBP1B,GSN,HSPB8,IFRD1,KLF5,LPIN1,LSP1,MRAS,MYH11,MYOG,NOTCH1,NQO1,OCEL1,PFKM,PGAM2,PPP1R3C,PSEN2,RB1,RYR1,SGCA,SGCD,SH2B1,SPDEF,STC2,TCAP,TNNI2,TNNT1,TSC2,WWTR1	Hallmark	Not Significant
HALLMARK_MITOTIC_SPINDLE	0.634428137069732	0.773692850085039	45	197	ABI1,ALMS1,ANLN,ARFGEF1,ARFIP2,ARHGAP10,ARHGAP27,ARHGAP4,ARHGEF2,AURKA,BIN1,BUB1,CAPZB,CCNB2,CDC42EP1,CTTN,DLGAP5,DOCK2,FBXO5,FLNB,GSN,INCENP,KIF11,KIF2C,KIF3B,KIF4A,KNTC1,LMNB1,MARCKS,NDC80,NUMA1,PCM1,PIF1,PLK1,PREX1,RASA1,RHOT2,RICTOR,SHROOM1,SSH2,TIAM1,TOP2A,TPX2,TTK,WASL	Hallmark	Not Significant
